name, id, father_name, mother_name, grand_father_name
ウインクルシャープ, 2019101833, ミッキーアイル, ウインクルスーパー, アンクルスーパー
ウェイトゥゴー, 2001101278, エイシンサンディ, エイシンハルコ, タイテエム
エミサソウツバサ, 2019104882, ジャスタウェイ, ブッシュファイヤー, Louis Quatorze
ギンザファミリア, 2009102063, ジャングルポケット, アリマエンプレス, フジキセキ
コウユーパパニニテ, 2019100119, トビーズコーナー, ゴールドオアシス, アフリート
コルドンルージュ, 2019110007, American Pharoah, シャンパンルーム, Broken Vow
ストップザタイム, 2019101873, ダイワメジャー, グレイトタイミング, Raven's Pass
ゼウスバイオ, 2019101964, ゼンノロブロイ, エスカレートバイオ, アルデバランII
トーセンウォルト, 2020102526, トーセンレーヴ, ペンネドゥピー, タイガーヒル
ハローサブリナ, 2019104644, ハーツクライ, アンリミテッドバジェット, ストリートセンス
バイタルエリア, 2019102957, フリオーソ, バイタルクィーン, プリサイスエンド
ミレヴィーナス, 2019105847, ヘニーヒューズ, サンドヴィーナス, マンハッタンカフェ
リードスター, 2002105842, オペラハウス, リードリズム, プルラリズム
レッドミラージュ, 2019105492, キングカメハメハ, ラキシス, ディープインパクト
プリティユニバンス, 2017104215, ヴィクトワールピサ, ユキアカリノマチ, キングカメハメハ
ダイナピクシー, 1998101000, ダイナガリバー, ミヤノピクシー, ヘクタープロテクター
フォンテラ, 1998190015, Kingsttenham, Garter Star, Diamante D
アンジュ, 1999104431, コタシャーン, トモエマーガレット, Ajdal
ウェイオブライト, 2018103496, エイシンヒカリ, ザッツザウェイ, フサイチコンコルド
グローツラング, 2019100360, ダンカーク, ミスアシング, キングカメハメハ
ゲンパチレオニダス, 2019103246, ロードカナロア, ドリーミートーツ, ジャングルポケット
スマートムーラン, 2019101778, エピファネイア, ルビーレジェンド, アグネスタキオン
タマモエイトビート, 2019106954, コパノリッキー, タマモメロディ, ブライアンズタイム
ヒドゥンキング, 2019106716, ドゥラメンテ, フィロパトール, ジャングルポケット
ライブインステラ, 2019104776, ロゴタイプ, ステラプラド, ハーツクライ
ヴァルドマルヌ, 2019101631, ブラックタイド, ジャルディナージュ, Bernardini
クレド, 2019103197, モンテロッソ, キリエ, ブライアンズタイム
ビップソリオ, 2019105655, キンシャサノキセキ, メジロフォーナ, ナリタトップロード
トキノホーマ, 2000101743, シェイヴィアン, ナイスホーマ, モガンボ
マルブツサンロード, 1995107700, リドヘイム, マルブツサンレディ, サーペンフロ
エイシンウィンク, 2018105956, エイシンヒカリ, エーシンブイムード, Malibu Moon
ターキッシュバン, 2015102321, ハードスパン, ミスフーバフーバ, Gone West
ゴールドターン, 2002100242, ロドリゴデトリアーノ, バーニングターチ, Miswaki
セクルーション, 1999100273, パラダイスクリーク, ディーマーク, ミナガワマンナ
ブラックシルヴァー, 2006100602, ムタファーウエク, ブルーベル, シャンハイ
ヤマノクルミ, 1997102569, プルラリズム, グリーンアトム, ダイアトム
ジェットボン, 1997106102, スルーザドラゴン, カバリロゼリー, イルドブルボン
エイシンツーリング, 2019103439, エイシンヒカリ, エイシンイソップ, フレンチデピュティ
サンサンヒカリ, 2006105127, サニングデール, バトルタイム, アンシェントタイム
バンメガミ, 2001105911, アジュディケーティング, クルンテープ, トウショウボーイ
ジーエスランドール, 2005105453, デヒア, ベジンスキー, Nijinsky
ミナミミュージック, 1998100832, ミュージックタイム, ミナミカオリ, アグネスプレス
アルファヒディ, 2019105322, ハーツクライ, ドバイマジェスティ, Essence of Dubai
ロードスパイラル, 2020100144, キタサンブラック, エンジェリックレイ, ダイワメジャー
ダイメイイースター, 2018101213, ディスクリートキャット, ダイメイザバリヤル, ダンスインザダーク
ソレイユロマン, 1996100926, ヴィジョン, シルクチュデスタ, ヤワ
ナイスクラップ, 2006105040, ディアブロ, コマケン, スキャン
クーシェル, 2018106480, スマートファルコン, ニシノラメール, タイキシャトル
ヨシノファルコン, 2015102113, ビービーガルダン, ブリイジースズカ, Danzig
リリパーク, 2002105529, ヒシアケボノ, ダイナオリーブ, ダイナサンキュー
サツキマックイーン, 1995101402, メジロマックイーン, ターナゲイン, トウショウボーイ
マルチロードスター, 2002103433, ゼネラリスト, シルキールージュ, ダンサーズイメージ
クーシフォン, 2019102484, ドレフォン, ジーニアル, キングカメハメハ
チュイション, 2018100675, ディスクリートキャット, スモーダリング, パイロ
デルマジゾウ, 2018100971, アーネストリー, デルマアマノジャク, オンファイア
マイネルアミスター, 2018103354, ミッキーアイル, クリノクロフネ, クロフネ
メタルゴッド, 2019102411, キズナ, ミスハレクラニ, シンボリクリスエス
カンティーユ, 2018103515, オルフェーヴル, タマヒカル, パラダイスクリーク
マサノシーズン, 1996106828, ザーラージル, スイングスキー, マルゼンスキー
ベンテンリュウコー, 2002100450, マイネルラヴ, ライデンリーダー, ワカオライデン
トーコーアンタレス, 2002102500, テンビー, モガミヒメ, カコイーシーズ
エヴリーサンクス, 2019100911, パイロ, ウインルナ, フレンチデピュティ
アーガイルピンク, 2018104028, ストロングリターン, ミスウインストン, マンハッタンカフェ
フェラーラ, 2018103314, ワールドエース, シスターエレキング, アグネスデジタル
ヒワノスーパー, 2011105171, ルールオブロー, スーパーラヴァー, Silver Deputy
ダイユウホリスキー, 1997102810, ホリスキー, スイートデミ, エンペリー
サンマルセレッソ, 2018101379, ヘニーハウンド, トウカイセレッソ, キングカメハメハ
ハイラブサンケイ, 2018103198, ダンカーク, ティアラプリンセス, ラムタラ
ハカタガッツ, 1994102334, クリエイター, タイロス, ヤマニン
プロプエスタ, 2007102301, クリプティックラスカル, ミラクルヒロイン, ジェネラス
メイショウアポイ, 2019104258, メイショウボーラー, メイショウフロリナ, クロフネ
コレクションボス, 2000104539, サクラチトセオー, グリュックダンク, クリミナルタイプ
カシノワカムシャ, 2003109091, サイレントハンター, シュペリオリティ, マークオブディスティンクション
フルミネート, 1997104897, オグリキャップ, マーシャルプラン, ノーアテンション
ワイエスレインボー, 1996101948, ラシアンボンド, カリビアンドール, テュデナム
インベルシオン, 2019103148, キズナ, エンブレイス, アフリート
ウッドショック, 2019106923, ルーラーシップ, ジェラテリアバール, マンハッタンカフェ
カネトシブルーム, 2019106475, シニスターミニスター, アサケゴマ, クロフネ
サイモンサーマル, 2015106466, エイシンフラッシュ, サイモンドルチェ, ジャングルポケット
スーパーラッキー, 2019104357, シニスターミニスター, ファインセイコー, サンデーサイレンス
ドナテッラ, 2018102296, ロードカナロア, フェニーチェ, ファルブラヴ
ナムラタタ, 2019101318, ザファクター, マイディアソング, ディープインパクト
マルヨミニスター, 2019102221, シニスターミニスター, マルヨモザー, アグネスタキオン
メイショウオグマ, 2019104261, ホッコータルマエ, メイショウワゴコロ, マンハッタンカフェ
レッドバロッサ, 2019105473, ドレフォン, モスカートローザ, ディープインパクト
ロードアラビアン, 2019103101, サトノアラジン, フェイズシフト, サクラバクシンオー
